﻿Stedtype;StedID;Stedtekst;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Undersøgelsesmetode;Undersøgelsesniveau;Søtype/Sønaturtype;Teknisk anvisning;Dataejer;Link;Transekt nummer;Transekt navn;Transekt-start, GeoZone;Transekt-start, x-koordinat;Transekt-start, y-koordinat;Transekt-slut, GeoZone;Transekt-slut, x-koordinat;Transekt-slut, y-koordinat;Punkt nummer;Punkt, GeoZone;Punkt, x-koordinat;Punkt, y-koordinat;Aktivitetssted;Aktiv;Dybde (cm);Arts tom;Taxonkode;Artkode;Art latin;Art;Dækningsgrad;Undervandsplanter, dækningsgrad;Undervandsplanter, gennemsnitshøjde;Trådalger, dækningsgrad;Kvalitetsmærke
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;45;Transektnr AV11;32;690129;6209734;32;691202;6208869;3;32;690220;6209661;45_3;Ja;190;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;20-07-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f4efb2b6-aec3-4173-954f-a464dc20a112;48;Transektnr AV14;32;689595;6208623;32;691126;6207390;9;32;691066;6207439;48_9;Ja;120;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;6;Transektnr AM12;32;692548;6207271;32;692711;6207140;4;32;692660;6207181;6_4;Ja;120;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;18;Transektnr AN04;32;696489;6208206;32;696284;6208371;2;32;696452;6208236;18_2;Ja;70;Nej;1601010101300;92;Chara vulgaris;Almindelig kransnål;1 - 1-5 %;1 - 1-5 %;2;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;05-07-2005;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fae56ba8-fada-4ee6-9c92-f910807f6ed3;35;Transektnr AS18;32;693307;6203579;32;693224;6203645;5;32;693224;6203645;35_5;Ja;200;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;48;Transektnr AV14;32;689595;6208623;32;691126;6207390;11;32;691126;6207390;48_11;Ja;80;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;21;Transektnr AØ04;32;698524;6206566;32;696725;6208016;6;32;698432;6206640;21_6;Ja;230;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;22-06-2009;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e0604f5d-ef41-4af0-9cf7-e8f7bfdfe90e;13;Transektnr AØ06;32;698076;6205900;32;697229;6206582;12;32;697826;6206101;13_12;Ja;110;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;33;Transektnr AS16;32;693756;6204244;32;693715;6204277;2;32;693756;6204244;33_2;Ja;70;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;12-08-2024;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/63cb4794-256d-4f85-a529-2c950eb56ea4;18;Transektnr AØ02;32;698584;6207545;32;697520;6208402;11;32;697536;6208389;18_11;Ja;120;Ja;;;;;;0 - 0 %;0;0 - 0 %;1
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;10-08-2020;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e13d31b3-a1af-4c34-98be-cf07087d973c;10;Transektnr AM17;32;691571;6205490;32;691625;6205447;4;32;691603;6205464;10_4;Ja;180;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;20;Transektnr AØ03;32;698615;6207006;32;697147;6208189;1;32;698615;6207006;20_1;Ja;40;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;22;Transektnr AØ05;32;698327;6206211;32;698261;6206264;5;32;698271;6206256;22_5;Ja;190;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;05-07-2005;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fae56ba8-fada-4ee6-9c92-f910807f6ed3;15;Transektnr AN01;32;696354;6209856;32;695761;6210334;3;32;696100;6210061;15_3;Ja;110;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;25-06-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9534acc4-2d9a-4455-ad3d-dd10cbdf7de2;22;Transektnr AØ05;32;698327;6206211;32;698261;6206264;3;32;698288;6206242;22_3;Ja;200;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;20-07-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f4efb2b6-aec3-4173-954f-a464dc20a112;1;Transektnr AM07;32;693491;6209081;32;693762;6208862;2;32;693520;6209057;1_2;Ja;225;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;10-08-2020;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e13d31b3-a1af-4c34-98be-cf07087d973c;11;Transektnr AM18;32;691337;6205165;32;691398;6205116;2;32;691337;6205165;11_2;Ja;70;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;16;Transektnr AN02;32;696744;6209028;32;695128;6210331;12;32;695128;6210331;16_12;Ja;50;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;46;Transektnr AV12;32;689830;6209462;32;690956;6208555;8;32;690956;6208555;46_8;Ja;140;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;20-07-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f4efb2b6-aec3-4173-954f-a464dc20a112;5;Transektnr AM11;32;692700;6207663;32;692828;6207560;4;32;692798;6207585;5_4;Ja;125;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;22-06-2009;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e0604f5d-ef41-4af0-9cf7-e8f7bfdfe90e;1;Transektnr AM07;32;693491;6209081;32;693762;6208862;4;32;693679;6208929;1_4;Ja;150;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;05-07-2005;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fae56ba8-fada-4ee6-9c92-f910807f6ed3;19;Transektnr AØ02;32;698584;6207545;32;697520;6208402;3;32;698410;6207687;19_3;Ja;200;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;15;Transektnr AN01;32;696354;6209856;32;695761;6210334;6;32;695761;6210334;15_6;Ja;40;Nej;1601010101300;92;Chara vulgaris;Almindelig kransnål;4 - 51-75 %;5 - 76-95 %;7;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;12-08-2024;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/63cb4794-256d-4f85-a529-2c950eb56ea4;18;Transektnr AØ02;32;698584;6207545;32;697520;6208402;5;32;698238;6207824;18_5;Ja;100;Ja;;;;;;0 - 0 %;0;0 - 0 %;1
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;8;Transektnr AM14;32;692203;6206522;32;692301;6206443;5;32;692297;6206446;8_5;Ja;210;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;05-07-2005;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fae56ba8-fada-4ee6-9c92-f910807f6ed3;9;Transektnr AM15;32;691917;6206238;32;691998;6206173;3;32;691966;6206199;9_3;Ja;100;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;45;Transektnr AV11;32;690129;6209734;32;691202;6208869;5;32;690175;6209698;45_5;Ja;140;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;22-06-2009;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e0604f5d-ef41-4af0-9cf7-e8f7bfdfe90e;25;Transektnr AV11;32;690129;6209734;32;691202;6208869;1;32;690154;6209712;25_1;Ja;100;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;25;Transektnr AS08;32;696582;6206076;32;696464;6206171;5;32;696464;6206171;25_5;Ja;210;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;10-08-2020;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e13d31b3-a1af-4c34-98be-cf07087d973c;46;Transektnr AV13;32;689712;6209043;32;691274;6207784;9;32;691258;6207798;46_9;Ja;170;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;05-07-2005;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fae56ba8-fada-4ee6-9c92-f910807f6ed3;5;Transektnr AM11;32;692700;6207663;32;692828;6207560;4;32;692820;6207566;5_4;Ja;130;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;05-07-2005;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fae56ba8-fada-4ee6-9c92-f910807f6ed3;18;Transektnr AN04;32;696489;6208206;32;696284;6208371;5;32;696310;6208350;18_5;Ja;120;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;2;Transektnr AM08;32;693538;6208529;32;693591;6208486;3;32;693538;6208529;2_3;Ja;100;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;25-06-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9534acc4-2d9a-4455-ad3d-dd10cbdf7de2;2;Transektnr AM08;32;693538;6208529;32;693591;6208486;3;32;693569;6208504;2_3;Ja;150;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;29-06-2006;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/52a495e4-4ba9-4bf7-9800-7b770d4fbaf0;13;Transektnr AM19;32;691212;6204752;32;691270;6204706;2;32;691242;6204728;13_2;Ja;110;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;20-07-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f4efb2b6-aec3-4173-954f-a464dc20a112;16;Transektnr AN02;32;696744;6209028;32;695128;6210331;7;32;695497;6210033;16_7;Ja;180;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;17;Transektnr AN03;32;696712;6208540;32;694281;6210499;8;32;694433;6210376;17_8;Ja;140;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;29-06-2006;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/52a495e4-4ba9-4bf7-9800-7b770d4fbaf0;30;Transektnr AS13;32;695241;6204588;32;695166;6204649;1;32;695241;6204588;30_1;Ja;80;Nej;300000900000;8;Trådalger;Trådalger;1 - 1-5 %;0 - 0 %;1;1 - 1-5 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;28;Transektnr AS11;32;695822;6205147;32;695716;6205233;2;32;695822;6205147;28_2;Ja;60;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;25-06-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9534acc4-2d9a-4455-ad3d-dd10cbdf7de2;25;Transektnr AS08;32;696582;6206076;32;696464;6206171;4;32;696478;6206160;25_4;Ja;200;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;40;Transektnr AV06;32;691509;6211191;32;691600;6211118;2;32;691534;6211172;40_2;Ja;240;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;10-08-2020;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e13d31b3-a1af-4c34-98be-cf07087d973c;48;Transektnr AV15;32;689549;6208147;32;690824;6207120;1;32;689549;6208147;48_1;Ja;40;Nej;1510010200000;69;Cladophora;Vandhårslægten;1 - 1-5 %;0 - 0 %;0;1 - 1-5 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;12-08-2024;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/63cb4794-256d-4f85-a529-2c950eb56ea4;6;Transektnr AM13;32;692433;6206850;32;692557;6206751;2;32;692448;6206838;6_2;Ja;60;Ja;;;;;;0 - 0 %;0;0 - 0 %;1
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;20-07-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f4efb2b6-aec3-4173-954f-a464dc20a112;24;Transektnr AØ07;32;696807;6206408;32;696593;6206581;4;32;696644;6206540;24_4;Ja;125;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;22-06-2009;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e0604f5d-ef41-4af0-9cf7-e8f7bfdfe90e;9;Transektnr AN02;32;696744;6209028;32;695128;6210331;3;32;696519;6209209;9_3;Ja;120;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;12-08-2024;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/63cb4794-256d-4f85-a529-2c950eb56ea4;12;Transektnr AM19;32;691212;6204752;32;691270;6204706;3;32;691233;6204736;12_3;Ja;105;Ja;;;;;;0 - 0 %;0;0 - 0 %;1
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;12-08-2024;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/63cb4794-256d-4f85-a529-2c950eb56ea4;22;Transektnr AØ06;32;698076;6205900;32;697229;6206582;7;32;697642,5342588705;6206247,821340634;22_7;Ja;75;Ja;;;;;;0 - 0 %;0;0 - 0 %;1
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;16;Transektnr AN02;32;696744;6209028;32;695128;6210331;6;32;696303;6209383;16_6;Ja;280;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;10-08-2020;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e13d31b3-a1af-4c34-98be-cf07087d973c;34;Transektnr AS18;32;693307;6203579;32;693224;6203645;6;32;693224;6203645;34_6;Ja;280;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;30-06-2014;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/113505ad-1363-48d2-adb4-c669222366df;43;Transektnr AV09;32;691039;6210028;32;691858;6209369;10;32;691934;6209310;43_10;Ja;100;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;23-08-2011;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/91949dfb-1a90-4a35-96dd-58c9b1fa1cca;10;Transektnr AM16;32;691762;6205850;32;691792;6205826;3;32;691786;6205830;10_3;Ja;140;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;29-06-2006;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/52a495e4-4ba9-4bf7-9800-7b770d4fbaf0;6;Transektnr AM12;32;692548;6207271;32;692711;6207140;5;32;692711;6207140;6_5;Ja;180;Ja;;;;;;0 - 0 %;0;0 - 0 %;3
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;10;Transektnr AM16;32;691762;6205850;32;691792;6205826;5;32;691786;6205830;10_5;Ja;100;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
Station;49000068;ARRESØ, HELE SØEN;32;694826;6207864;Halsnæs;Region Hovedstaden;Sø;Arresø;16-07-2018;1;Vegetation, Sø;Transekt/punktundersøgelse;Intensiv;3150 - Næringsrig sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5c48b9cd-0723-4b24-9d01-ddd28690ad2b;13;Transektnr AM19;32;691212;6204752;32;691270;6204706;3;32;691233;6204736;13_3;Ja;80;Ja;;;;;;0 - 0 %;0;0 - 0 %;2
